entity_type,original_term,frequency,suggested_canonical,confidence,method,canonical_id,notes
condition,kidney function decline in heart transplant recipients,2,kidney function decline in heart transplant recipients,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,knee osteoarthritis (KOA),2,knee osteoarthritis (KOA),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,knee osteoarthritis (OA),2,knee osteoarthritis (OA),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,knee osteoarthritis pain,2,knee osteoarthritis pain,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,major depressive disorder (MDD),2,major depressive disorder (MDD),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,mild knee osteoarthritis,2,mild knee osteoarthritis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,mild knee osteoarthritis (KOA),2,mild knee osteoarthritis (KOA),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,milk sensitivity,2,milk sensitivity,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,nonalcoholic fatty liver disease (NAFLD),2,nonalcoholic fatty liver disease (NAFLD),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,oligoarticular juvenile idiopathic arthritis,2,oligoarticular juvenile idiopathic arthritis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,opioid use disorder,2,opioid use disorder,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,patellofemoral pain syndrome,2,patellofemoral pain syndrome,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,peptic ulcer disease,2,peptic ulcer disease,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,permanent atrial fibrillation,2,permanent atrial fibrillation,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,prediabetes,2,prediabetes,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,psoriatic arthritis,2,psoriatic arthritis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,psoriatic arthritis (PsA),2,psoriatic arthritis (PsA),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,psychosocial needs,2,psychosocial needs,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,pulmonary embolism,2,pulmonary embolism,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,refractory irritable bowel syndrome (IBS),2,refractory irritable bowel syndrome (IBS),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,septic shock,2,septic shock,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,stable CVD,2,stable CVD,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,treatment-resistant depression,2,treatment-resistant depression,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,"2 Lactobacillus strains, one Bifidobacterium and one Streptococcus",1,"2 Lactobacillus strains, one Bifidobacterium and one Streptococcus",0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,2 green kiwifruits per day,1,2 green kiwifruits per day,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,AI-assisted screening tools,1,AI-assisted screening tools,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,AI-enhanced CHD management platform (AIM-CHD),1,AI-enhanced CHD management platform (AIM-CHD),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,APOC3 inhibitors,1,APOC3 inhibitors,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,ARVC risk calculator,1,ARVC risk calculator,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Affect Regulation Training,1,Affect Regulation Training,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Anaerobically Cultivated Human Intestinal Microbiota (ACHIM),1,Anaerobically Cultivated Human Intestinal Microbiota (ACHIM),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Anti-diarrhoeal agents,1,Anti-diarrhoeal agents,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,Anti-spasmodics,1,Anti-spasmodics,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,Antibiotics,1,Antibiotics,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,Anticholinergics,1,Anticholinergics,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,Antispasmodics,1,Antispasmodics,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,B.coagulans,1,B.coagulans,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus,1,Bacillus,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus coagulans,1,Bacillus coagulans,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus coagulans LBSC,1,Bacillus coagulans LBSC,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus coagulans MTCC 5856,1,Bacillus coagulans MTCC 5856,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus coagulans Unique IS2,1,Bacillus coagulans Unique IS2,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus strains,1,Bacillus strains,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bacillus subtilis BS50,1,Bacillus subtilis BS50,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacteria (probiotic),1,Bifidobacteria (probiotic),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium,1,Bifidobacterium,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium animalis subsp. lactis BB-12,1,Bifidobacterium animalis subsp. lactis BB-12,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium animalis subsp. lactis UABla-12,1,Bifidobacterium animalis subsp. lactis UABla-12,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium lactis,1,Bifidobacterium lactis,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium longum,1,Bifidobacterium longum,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium longum (BL) NCC3001,1,Bifidobacterium longum (BL) NCC3001,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium longum NCC3001,1,Bifidobacterium longum NCC3001,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium longum NCC3001 (BL),1,Bifidobacterium longum NCC3001 (BL),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium longum R0175,1,Bifidobacterium longum R0175,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium longum R0175 (B. longum),1,Bifidobacterium longum R0175 (B. longum),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Bifidobacterium strains,1,Bifidobacterium strains,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Breastfeeding Aiding Tool app,1,Breastfeeding Aiding Tool app,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,CTLA-4Ig,1,CTLA-4Ig,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,CTLA-4Ig with methotrexate (MTX),1,CTLA-4Ig with methotrexate (MTX),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Cerament G (gentamicin),1,Cerament G (gentamicin),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Cerament V (vancomycin),1,Cerament V (vancomycin),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Chinese herbal medicine (CHM),1,Chinese herbal medicine (CHM),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Cilostazol,1,Cilostazol,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Citalopram,1,Citalopram,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Clostridium butyricum,1,Clostridium butyricum,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Coprinus comatus nanogels,1,Coprinus comatus nanogels,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,DWP16001,1,DWP16001,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Danshen injection (DS),1,Danshen injection (DS),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Danshenfen injection (DSFZ),1,Danshenfen injection (DSFZ),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Dietary manipulations,1,Dietary manipulations,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Diets,1,Diets,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Duolac 7s,1,Duolac 7s,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,ECG (long-term),1,ECG (long-term),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Escherichia strains,1,Escherichia strains,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Exercise therapies,1,Exercise therapies,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,FODMAP diet combined with traditional IBS dietary advice,1,FODMAP diet combined with traditional IBS dietary advice,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,FODMAP elimination diet,1,FODMAP elimination diet,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,FODMAP-lowering diet,1,FODMAP-lowering diet,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Fibers,1,Fibers,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Fu's subcutaneous needling (FSN),1,Fu's subcutaneous needling (FSN),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Fufang Danshen injection (FFDS),1,Fufang Danshen injection (FFDS),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,GLP-1 receptor agonist (GLP-1 RA),1,GLP-1 receptor agonist (GLP-1 RA),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,GLP-1-based therapies,1,GLP-1-based therapies,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,GORE CARDIOFORM ASD Occluder implantation,1,GORE CARDIOFORM ASD Occluder implantation,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Gain Life intervention,1,Gain Life intervention,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Guanxin Shutong (GXST) capsule,1,Guanxin Shutong (GXST) capsule,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Guanxin Shutong capsule,1,Guanxin Shutong capsule,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,HEI (Healthy Eating Index) diet,1,HEI (Healthy Eating Index) diet,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Healthy Eating Index (HEI),1,Healthy Eating Index (HEI),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Helicobacter pylori-infection eradication,1,Helicobacter pylori-infection eradication,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Hypnosis,1,Hypnosis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
intervention,IgG positive restricted diet (IgG res diet),1,IgG positive restricted diet (IgG res diet),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
intervention,Insulin,1,Insulin,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,ADHD,1,ADHD,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"ADHD, stress, anxiety, depression",1,"ADHD, stress, anxiety, depression",0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,Alzheimer's disease (AD),1,Alzheimer's disease (AD),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,COPD,1,COPD,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"COVID-19 fear, self-care in diabetic patients",1,"COVID-19 fear, self-care in diabetic patients",0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,Chronic Insomnia Disorder (CID),1,Chronic Insomnia Disorder (CID),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,GERD,1,GERD,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,H. pylori infection,1,H. pylori infection,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,Helicobacter pylori-infection,1,Helicobacter pylori-infection,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"IBS symptoms (diarrhea, insomnia, migraine headache, nausea, poor appetite)",1,"IBS symptoms (diarrhea, insomnia, migraine headache, nausea, poor appetite)",0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,IBS with diarrhoea,1,IBS with diarrhoea,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"IBS, SIBO",1,"IBS, SIBO",0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,IBS-C,1,IBS-C,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,Post-traumatic Stress Disorder (PTSD),1,Post-traumatic Stress Disorder (PTSD),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,Posttraumatic Stress Disorder (PTSD),1,Posttraumatic Stress Disorder (PTSD),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,ST-segment elevation myocardial infarction with multivessel disease,1,ST-segment elevation myocardial infarction with multivessel disease,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,abdominal pain,1,abdominal pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,abdominal pain in diarrhea-predominant irritable bowel syndrome (IBS-D),1,abdominal pain in diarrhea-predominant irritable bowel syndrome (IBS-D),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,acute myocardial infarction (AMI),1,acute myocardial infarction (AMI),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,acute neck pain,1,acute neck pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,acute non-specific low back pain,1,acute non-specific low back pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,antibiotic-associated diarrhea,1,antibiotic-associated diarrhea,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,anxiety,1,anxiety,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,arrhythmia,1,arrhythmia,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,arrhythmogenic right ventricular CM,1,arrhythmogenic right ventricular CM,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,atopic and allergic diseases,1,atopic and allergic diseases,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,bipolar depression,1,bipolar depression,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,cardio-metabolic health,1,cardio-metabolic health,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"cardiometabolic health, cardiovascular disease, type 2 diabetes",1,"cardiometabolic health, cardiovascular disease, type 2 diabetes",0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,cardiometabolic risk,1,cardiometabolic risk,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,cardiovascular disease risk,1,cardiovascular disease risk,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,cardiovascular health,1,cardiovascular health,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,celiac disease with IBS-type symptoms,1,celiac disease with IBS-type symptoms,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,celiac disease with irritable bowel syndrome-type symptoms,1,celiac disease with irritable bowel syndrome-type symptoms,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,cerebral palsy,1,cerebral palsy,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,chronic fatigue syndrome,1,chronic fatigue syndrome,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,chronic neck pain,1,chronic neck pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,chronic neuropathic pain,1,chronic neuropathic pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,chronic non-oncologic pain,1,chronic non-oncologic pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,chronic non-specific low back pain,1,chronic non-specific low back pain,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,chronic obstructive pulmonary disease with psychological distress,1,chronic obstructive pulmonary disease with psychological distress,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"cognitive deficits, anxiety, depression",1,"cognitive deficits, anxiety, depression",0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,congenital heart disease,1,congenital heart disease,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,congenital heart disease (CHD) during cardiac surgery with cardiopulmonary bypass,1,congenital heart disease (CHD) during cardiac surgery with cardiopulmonary bypass,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,critically ill pregnant patients,1,critically ill pregnant patients,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,depression in irritable bowel syndrome,1,depression in irritable bowel syndrome,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,"depression, cardiometabolic risk factors",1,"depression, cardiometabolic risk factors",0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,diabetes,1,diabetes,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,diabetes and hypertension,1,diabetes and hypertension,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,diabetes mellitus,1,diabetes mellitus,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,"diabetes, coronary heart disease (CHD)",1,"diabetes, coronary heart disease (CHD)",0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,diarrhea-predominant IBS (IBS-D),1,diarrhea-predominant IBS (IBS-D),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,diminished ovarian reserve,1,diminished ovarian reserve,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,end-stage ankle arthritis,1,end-stage ankle arthritis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,"end-stage ankle arthritis, post-traumatic deformities, inflammatory conditions, congenital deformities, neurogenic deformities",1,"end-stage ankle arthritis, post-traumatic deformities, inflammatory conditions, congenital deformities, neurogenic deformities",0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,end-stage knee osteoarthritis,1,end-stage knee osteoarthritis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,enthesitis-related arthritis,1,enthesitis-related arthritis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,exercise-induced hypoglycemia in type 1 diabetes,1,exercise-induced hypoglycemia in type 1 diabetes,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,extrasystoles or ventricular tachycardia,1,extrasystoles or ventricular tachycardia,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,fatigue and musculoskeletal health in postmenopausal women,1,fatigue and musculoskeletal health in postmenopausal women,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,fear of cancer recurrence,1,fear of cancer recurrence,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,fibromyalgia,1,fibromyalgia,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,fibromyalgia syndrome (FMS),1,fibromyalgia syndrome (FMS),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,functional abdominal pain disorders,1,functional abdominal pain disorders,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,functional abdominal pain disorders (FAPD),1,functional abdominal pain disorders (FAPD),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,functional abdominal pain disorders (FAPDs),1,functional abdominal pain disorders (FAPDs),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,functional constipation in paediatric patients,1,functional constipation in paediatric patients,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,gas-related gastrointestinal symptoms,1,gas-related gastrointestinal symptoms,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,gastrointestinal diseases,1,gastrointestinal diseases,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,gastrointestinal symptoms related to cancer treatment,1,gastrointestinal symptoms related to cancer treatment,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,headaches of various causes,1,headaches of various causes,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,heart failure (HF) and mildly reduced ejection fraction (HFmrEF) or with HF and preserved ejection fraction (HFpEF),1,heart failure (HF) and mildly reduced ejection fraction (HFmrEF) or with HF and preserved ejection fraction (HFpEF),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,heart failure (HFmrEF or HFpEF),1,heart failure (HFmrEF or HFpEF),0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,heart failure with significant valvular heart disease,1,heart failure with significant valvular heart disease,0.0,no_safe_match,,No safe canonical mapping found - medical terms require manual review
condition,hepatic inflammation and fibrosis,1,hepatic inflammation and fibrosis,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,heterozygous familial hypercholesterolaemia,1,heterozygous familial hypercholesterolaemia,0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
condition,heterozygous familial hypercholesterolaemia (HeFH),1,heterozygous familial hypercholesterolaemia (HeFH),0.0,needs_llm_verification,,Medical term requires LLM verification for safe mapping
