entity_type,original_term,frequency,suggested_canonical,confidence,method,canonical_id,notes
intervention,Sodium Tanshinone IIA Sulfonate injection (STS),2,Sodium Tanshinone IIA Sulfonate injection (STS),0.9,spacing_punctuation_normalization,382,Safe pattern/exact matching
intervention,Tongxinluo Capsule,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,Xiangdan injection (XD),2,Xiangdan injection (XD),0.9,spacing_punctuation_normalization,383,Safe pattern/exact matching
intervention,Xinyue capsule,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,acupressure,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,aerobic conditioning,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,aerobic exercise,2,aerobic exercise,0.95,exact_normalized,313,Safe pattern/exact matching
intervention,amiodarone,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,amlodipine,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,ankle arthrodesis,2,ankle arthrodesis,0.95,exact_normalized,208,Safe pattern/exact matching
intervention,anthracyclines,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,anti-interleukin-6 receptor,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,anti-reflux mucosal ablation (ARMA),2,anti-reflux mucosal ablation (ARMA),0.9,spacing_punctuation_normalization,536,Safe pattern/exact matching
intervention,anti-tumor necrosis factor,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,aortic valve replacement,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,bare-metal stents (BMS),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,behavioral activation (BA),2,behavioral activation (BA),0.9,spacing_punctuation_normalization,147,Safe pattern/exact matching
intervention,benzylpenicillin (penicillin G),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,biodegradable polymer drug-eluting stents (BP-DES),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,bisoprolol,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,carotid endarterectomy (CEA),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,catheter ablation,2,catheter ablation,0.95,exact_normalized,225,Safe pattern/exact matching
intervention,catheter ablation (CA),2,catheter ablation,0.95,exact_normalized,225,Safe pattern/exact matching
intervention,chatbot assistance,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,close surveillance,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,cognitive training (CT),2,cognitive training,0.95,exact_normalized,162,Safe pattern/exact matching
intervention,dance and yoga,2,dance and yoga,0.95,exact_normalized,460,Safe pattern/exact matching
intervention,daprodustat,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,dexmedetomidine (DEX),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,"diet low in fermentable oligosaccharides, disaccharides, monosaccharides, and polyols",2,"diet low in fermentable oligosaccharides, disaccharides, monosaccharides, and polyols",0.9,spacing_punctuation_normalization,489,Safe pattern/exact matching
intervention,dietary alterations,2,dietary alterations,0.95,exact_normalized,503,Safe pattern/exact matching
intervention,dietary counseling,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,digoxin,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,direct oral anticoagulants,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,dobutamine stress echo,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,drug-eluting stents,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,drug-eluting stents (DES),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,dual antiplatelet therapy,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,durable polymer drug-eluting stents (DP-DES),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,evolocumab,2,evolocumab,0.95,exact_normalized,328,Safe pattern/exact matching
intervention,exercise/weight/diet,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,fasudil hydrochloride,2,fasudil hydrochloride,0.95,exact_normalized,267,Safe pattern/exact matching
intervention,fecal microbiota transplantation,2,fecal microbiota transplantation,0.95,exact_normalized,440,Safe pattern/exact matching
intervention,fiber intake,2,fiber intake,0.95,exact_normalized,424,Safe pattern/exact matching
intervention,fiber-rich diet,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,game-based exercises,2,game-based exercises,0.95,exact_normalized,185,Safe pattern/exact matching
intervention,green kiwifruit consumption,2,green kiwifruit consumption,0.95,exact_normalized,414,Safe pattern/exact matching
intervention,guideline-directed medical therapy (GDMT),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,hydration,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,implantable cardioverter-defibrillator (ICD) implantation,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,inclisiran,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,individual and family health literacy enhancement program,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,intermittent fasting,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,kombucha-based drink enriched with inulin and vitamins,2,kombucha-based drink enriched with inulin and vitamins,0.95,exact_normalized,391,Safe pattern/exact matching
intervention,levocetirizine,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,linaclotide,2,linaclotide,0.95,exact_normalized,350,Safe pattern/exact matching
intervention,low glycemic index diet,2,low glycemic index diet,0.95,exact_normalized,478,Safe pattern/exact matching
intervention,low-dose glucagon,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,"low-fermentable oligosaccharides, disaccharides, monosaccharides, and polyols diet (FODMAP)",2,"low-fermentable oligosaccharides, disaccharides, monosaccharides, and polyols diet (FODMAP)",0.9,spacing_punctuation_normalization,341,Safe pattern/exact matching
intervention,lower sodium food choices,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,methadone,2,methadone,0.95,exact_normalized,122,Safe pattern/exact matching
intervention,microbiome-based artificial intelligence-assisted personalized diet (PD),2,microbiome-based artificial intelligence-assisted personalized diet (PD),0.9,spacing_punctuation_normalization,340,Safe pattern/exact matching
intervention,mindfulness meditation,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,mobile message-based intervention,2,mobile message-based intervention,0.95,exact_normalized,512,Safe pattern/exact matching
intervention,mobile-based postpartum lifestyle intervention,2,mobile-based postpartum lifestyle intervention,0.95,exact_normalized,519,Safe pattern/exact matching
intervention,moderate-intensity training (MIT),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,multi-strain probiotic,2,multi-strain probiotic,0.95,exact_normalized,454,Safe pattern/exact matching
intervention,multidomain lifestyle intervention,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,neuropsychological and cognitive remediation,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,nurse-led peer support intervention,2,nurse-led peer support intervention,0.95,exact_normalized,513,Safe pattern/exact matching
intervention,optimal medical therapy (OMT),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,oral anticoagulant therapy,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,oxygen therapy (OT),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,personalized elimination diet,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,polyphenol-heavy diet,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,potassium chloride (KCL),2,Potassium Chloride (KCL),0.9,spacing_punctuation_normalization,825,Safe pattern/exact matching
intervention,potassium phosphate (KPO₄),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,precision probiotics,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,prednisolone,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,prednisone,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,probiotic administration,2,probiotic administration,0.95,exact_normalized,348,Safe pattern/exact matching
intervention,proton pump inhibitors,2,proton pump inhibitors,0.95,exact_normalized,501,Safe pattern/exact matching
intervention,psychological therapies,2,psychological therapies,0.95,exact_normalized,467,Safe pattern/exact matching
intervention,psyllium consumption,2,psyllium consumption,0.95,exact_normalized,415,Safe pattern/exact matching
intervention,quetiapine,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,quetiapine extended release,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,reflexology,2,reflexology,0.95,exact_normalized,229,Safe pattern/exact matching
intervention,resistance conditioning,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,resistance training,2,resistance training,0.95,exact_normalized,131,Safe pattern/exact matching
intervention,resveratrol,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,rivaroxaban monotherapy,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,rivaroxaban plus antiplatelet agent therapy,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,sacral nerve stimulation,2,sacral nerve stimulation,0.95,exact_normalized,404,Safe pattern/exact matching
intervention,sacubitril/valsartan,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,scar-related ventricular tachycardia ablation,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,semaglutide,2,semaglutide,0.95,exact_normalized,523,Safe pattern/exact matching
intervention,serum-derived bovine immunoglobulin (SBI),2,serum-derived bovine immunoglobulin (SBI),0.9,spacing_punctuation_normalization,411,Safe pattern/exact matching
intervention,sitagliptin,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,social media-based patient education,2,social media-based patient education,0.95,exact_normalized,311,Safe pattern/exact matching
intervention,soluble fiber supplementation,2,soluble fiber supplementation,0.95,exact_normalized,443,Safe pattern/exact matching
intervention,sotalol,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,standard oxygen therapy (SOT),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,statin therapy,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,strengthening of accessory breathing muscles and diaphragm,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,stress nuclear imaging,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,stress testing,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,surgical aortic valve replacement (SAVR),2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,surgical valve replacement,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,tenapanor,2,tenapanor,0.95,exact_normalized,297,Safe pattern/exact matching
intervention,tirzepatide,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,transcutaneous electrical nerve stimulation (TENS),2,transcutaneous electrical nerve stimulation (TENS),0.9,spacing_punctuation_normalization,518,Safe pattern/exact matching
intervention,tricyclic antidepressants,2,Tricyclic Antidepressants (TCAs),0.9,spacing_punctuation_normalization,366,Safe pattern/exact matching
intervention,valsartan,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,vitamin D,2,vitamin D,0.95,exact_normalized,64,Safe pattern/exact matching
intervention,warfarin,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
intervention,yoga,2,,0.0,no_match,,No safe or confident LLM match found - manual review needed
